Trial-ID,Status,Iteration,alpha,dropout,k,Objective,epochs,train_acc,train_loss,val_acc,val_acc_uncertainty,val_loss,val_loss_uncertainty
1,INTERMEDIATE,1,0.10174234076259059,0.05784689645005113,8,0.8014132278123235,246.1,0.877241379310345,0.45603427290916443,0.8014132278123235,0.0074632560768798095,0.7101572751998901,0.028726878762245223
1,COMPLETED,1,0.10174234076259059,0.05784689645005113,8,0.8014132278123235,246.1,0.877241379310345,0.45603427290916443,0.8014132278123235,0.0074632560768798095,0.7101572751998901,0.028726878762245223
2,INTERMEDIATE,1,0.09241954978851843,0.2185461231078645,6,0.8030525720746183,284.1,0.8703448275862069,0.47862324118614197,0.8030525720746183,0.006897964951950164,0.7125908136367798,0.02297880053520196
2,COMPLETED,1,0.09241954978851843,0.2185461231078645,6,0.8030525720746183,284.1,0.8703448275862069,0.47862324118614197,0.8030525720746183,0.006897964951950164,0.7125908136367798,0.02297880053520196
3,INTERMEDIATE,1,0.15371129512680592,0.2094826445806133,9,0.8031656302996042,271.4,0.9075862068965517,0.3633768856525421,0.8031656302996042,0.005823911814584415,0.6735600233078003,0.02566875815391534
3,COMPLETED,1,0.15371129512680592,0.2094826445806133,9,0.8031656302996042,271.4,0.9075862068965517,0.3633768856525421,0.8031656302996042,0.005823911814584415,0.6735600233078003,0.02566875815391534
4,INTERMEDIATE,1,0.1497221301018084,0.0739193809259455,11,0.8013001695873374,258.9,0.9103448275862067,0.35977596044540405,0.8013001695873374,0.005765969474279209,0.6814526915550232,0.024727538228034973
4,COMPLETED,1,0.1497221301018084,0.0739193809259455,11,0.8013001695873374,258.9,0.9103448275862067,0.35977596044540405,0.8013001695873374,0.005765969474279209,0.6814526915550232,0.024727538228034973
5,INTERMEDIATE,1,0.13796078521899968,0.44931088840920497,8,0.8057094403617864,379.7,0.8939655172413794,0.39426466822624207,0.8057094403617864,0.006728377614471537,0.6734594106674194,0.02834018617868428
5,COMPLETED,1,0.13796078521899968,0.44931088840920497,8,0.8057094403617864,379.7,0.8939655172413794,0.39426466822624207,0.8057094403617864,0.006728377614471537,0.6734594106674194,0.02834018617868428
6,INTERMEDIATE,1,0.15065499359523496,0.23033003288234444,10,0.801808931599774,288.4,0.8994827586206897,0.3855144679546356,0.801808931599774,0.006841435839457399,0.681483805179596,0.024448445439338662
6,COMPLETED,1,0.15065499359523496,0.23033003288234444,10,0.801808931599774,288.4,0.8994827586206897,0.3855144679546356,0.801808931599774,0.006841435839457399,0.681483805179596,0.024448445439338662
7,INTERMEDIATE,1,0.12518363000449606,0.2794945684206323,10,0.8038439796495196,311.1,0.8886206896551725,0.4118880331516266,0.8038439796495196,0.006954494064443262,0.6853242516517639,0.02445522099733355
7,COMPLETED,1,0.12518363000449606,0.2794945684206323,10,0.8038439796495196,311.1,0.8886206896551725,0.4118880331516266,0.8038439796495196,0.006954494064443262,0.6853242516517639,0.02445522099733355
8,INTERMEDIATE,1,0.1275654172648155,0.13944534764259772,10,0.8010740531373658,252.2,0.8887931034482758,0.4088044762611389,0.8010740531373658,0.007348784624081284,0.6861070990562439,0.020734514296054773
8,COMPLETED,1,0.1275654172648155,0.13944534764259772,10,0.8010740531373658,252.2,0.8887931034482758,0.4088044762611389,0.8010740531373658,0.007348784624081284,0.6861070990562439,0.020734514296054773
9,INTERMEDIATE,1,0.1556462014162795,0.27936569409010353,7,0.8033352176370832,272.7,0.9044827586206898,0.37280601263046265,0.8033352176370832,0.006728377614471537,0.6718703508377075,0.029833562672138214
9,COMPLETED,1,0.1556462014162795,0.27936569409010353,7,0.8033352176370832,272.7,0.9044827586206898,0.37280601263046265,0.8033352176370832,0.006728377614471537,0.6718703508377075,0.029833562672138214
10,INTERMEDIATE,1,0.08734508410834517,0.30764429140435884,11,0.8028829847371396,368.2,0.8694827586206895,0.4870552122592926,0.8028829847371396,0.0071791972866025455,0.7114030122756958,0.023020946979522727
